"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"ALEMBICLTD","68.05","176079.00","211824.16","0.81","-7.60","-6.46","13.89","-41.46","68.64","68.97","72.44","71.11","72.85","71.77","72.62","71.94","72.30","71.85","69.76","72.94","81.24","80.31","78.59","67.12","72.85","-1.00","-0.05","-0.95","22.92","21.38","24.31","38.40","26.38","24.69","-121.46","75.11","2.50","3.31","-80.54","","48.55","36.54","-4.70","","2022-09-21"
"ALICON","935.45","14646.00","31904.48","-1.50","7.80","19.14","53.40","13.67","918.82","922.84","886.99","888.18","858.28","866.27","824.28","831.54","784.13","803.17","726.48","767.91","752.47","735.91","955.49","761.06","858.28","41.59","35.56","6.03","39.03","35.26","11.11","70.14","52.52","60.95","132.56","856.24","45.50","40.53","-36.97","","30.23","65.20","150.25","","2022-09-21"
"ALKALI","96.70","24592.00","31136.82","-2.22","-2.32","9.89","22.56","34.87","100.11","98.34","97.00","96.94","95.11","95.32","91.95","92.62","88.73","90.62","85.15","88.71","90.48","86.64","103.31","86.92","95.11","3.12","3.14","-0.01","47.08","24.69","8.90","55.48","8.99","26.02","24.96","108.64","5.00","4.96","-66.85","","0.00","1.90","8.70","","2022-09-21"
"ALKEM","3245.65","44642.00","154042.30","-2.23","1.08","10.63","4.75","-15.15","3237.20","3244.44","3182.24","3181.66","3098.05","3144.78","3059.13","3112.70","3097.70","3104.30","3077.04","3126.43","3267.97","3207.44","3360.59","2835.51","3098.05","62.29","40.24","22.05","25.21","31.32","15.68","63.91","50.23","63.10","86.29","3146.05","136.95","76.98","-32.33","","0.00","66.67","311.95","","2022-09-21"
"ALKEM-1M","3247.40","96000.00","216804.00","-1.41","0.99","10.41","5.43","-15.06","3230.04","3236.69","3176.52","3176.63","3094.98","3140.92","3055.81","3110.11","3097.06","3102.48","3075.04","3125.61","3269.70","3199.67","3351.84","2838.12","3094.98","60.24","39.06","21.18","22.76","29.17","13.96","66.41","51.09","54.22","91.67","3148.00","97.15","76.17","-27.95","","2.11","54.46","306.30","","2022-09-21"
"ALKYLAMINE","2979.70","16525.00","51429.40","-0.18","-4.51","1.16","13.89","-24.63","3020.03","3007.17","3028.25","3021.86","3016.70","3015.66","3031.31","2987.20","2946.19","2956.47","2822.19","2935.58","3017.98","2981.41","3122.79","2910.60","3016.70","17.14","29.24","-12.10","16.63","20.29","21.90","47.69","13.70","12.56","-71.92","3188.75","50.00","88.71","-84.72","","8.97","6.93","34.25","","2022-09-21"
"ALLCARGO","389.50","522174.00","1064779.14","-2.75","-11.07","32.51","39.63","62.63","402.88","398.17","382.97","385.55","368.44","372.25","341.38","353.05","324.78","340.53","312.35","328.80","332.57","312.76","438.70","298.18","368.44","24.75","23.48","1.27","45.35","28.32","14.59","59.44","10.67","21.91","27.97","452.00","22.75","23.79","-50.40","","0.00","1.21","95.55","","2022-09-21"
"ALLSEC","508.50","7067.00","14329.36","-0.87","-5.10","-0.57","16.84","12.41","513.92","514.39","525.12","519.86","524.56","517.67","513.16","508.80","489.77","500.78","475.36","494.75","520.30","489.55","544.58","504.53","524.56","5.79","10.84","-5.05","22.06","21.86","17.79","47.38","17.79","14.65","-77.30","544.51","24.05","16.33","-85.83","","15.12","13.30","-2.90","","2022-09-21"
"ALMONDZ","89.50","12331.00","29939.76","-2.19","-0.33","1.30","1.76","8.81","90.63","90.25","89.77","89.39","88.44","88.51","85.61","87.48","84.98","87.48","88.07","89.53","100.40","91.22","94.72","82.16","88.44","1.59","1.54","0.05","20.44","19.81","17.80","53.20","33.04","56.33","15.59","95.74","4.00","5.51","-33.43","","0.00","56.09","1.15","","2022-09-21"
"ALOKINDS","19.40","1149973.00","2236377.66","-0.77","-4.43","1.04","-6.73","-18.49","19.59","19.61","20.15","19.85","19.95","19.87","19.74","19.94","19.88","20.15","20.62","20.89","23.66","22.27","21.04","18.86","19.95","-0.05","0.05","-0.10","22.07","15.94","15.03","43.52","25.58","21.40","-109.43","21.17","0.45","0.70","-86.27","","25.73","19.74","0.20","","2022-09-21"
"ALPA","63.60","69250.00","64457.12","-1.24","-2.60","4.09","11.38","20.00","64.37","64.18","64.41","64.21","63.96","64.04","63.98","63.78","63.34","63.82","63.20","64.77","70.69","65.05","66.49","61.43","63.96","0.33","0.38","-0.05","8.16","17.08","17.11","48.93","15.99","19.44","-5.97","68.19","3.65","3.09","-68.12","","15.66","22.66","2.50","","2022-09-21"
"ALPHAGEO","322.75","7072.00","18296.82","-1.04","-2.79","9.83","20.61","-19.41","319.45","321.87","321.67","319.86","317.79","316.15","305.97","309.46","298.16","304.96","293.32","303.26","318.51","308.12","336.65","298.93","317.79","7.32","8.35","-1.03","15.19","21.46","22.62","56.41","65.76","41.59","14.61","301.30","12.90","14.15","-33.52","","68.74","42.10","28.90","","2022-09-21"
"ALPSINDUS","3.15","35446.00","67933.60","5.00","21.15","31.25","-17.11","-5.97","2.91","2.92","2.58","2.69","2.50","2.62","2.50","2.60","2.55","2.65","3.03","2.80","3.13","2.88","3.02","1.97","2.50","0.11","0.01","0.10","27.38","41.46","15.03","76.52","100.84","101.50","156.29","2.40","0.15","0.13","0.00","","100.00","100.00","0.75","","2022-09-21"
"AMARAJABAT","512.55","277319.00","581400.60","-0.24","-4.80","2.14","11.09","-29.64","515.63","516.57","530.35","522.21","523.74","521.16","518.77","516.03","505.06","512.00","495.85","514.34","548.12","555.98","552.71","494.77","523.74","3.05","7.02","-3.98","21.23","21.46","25.43","46.31","20.78","12.70","-94.99","546.65","10.30","12.76","-80.77","","23.80","16.37","10.75","","2022-09-21"
"AMARAJABAT-1M","512.80","1951000.00","1697720.00","-0.48","-5.07","2.27","10.97","-29.80","517.05","517.75","532.23","523.79","525.59","522.76","520.27","517.53","506.31","513.39","496.95","515.60","549.35","557.06","555.22","495.95","525.59","3.05","7.22","-4.17","22.53","22.19","28.15","45.77","21.23","14.04","-98.28","547.56","10.50","12.67","-80.80","","21.01","15.75","11.40","","2022-09-21"
"AMBER","2266.40","37631.00","69730.82","1.11","-2.25","1.00","10.08","-29.37","2271.31","2266.82","2292.04","2280.99","2281.50","2287.43","2292.18","2306.64","2339.78","2346.16","2358.05","2485.32","2974.95","2751.98","2344.44","2218.56","2281.50","-14.17","-13.13","-1.04","13.00","22.09","20.94","45.98","24.96","14.13","-78.20","2383.86","53.60","61.02","-71.93","","38.57","18.62","22.55","","2022-09-21"
"AMBICAAGAR","28.30","28758.00","101013.52","-2.25","-5.82","14.81","24.12","78.55","28.84","29.11","31.25","29.95","30.84","29.71","28.51","28.76","26.98","27.85","25.15","26.73","26.03","25.21","35.12","26.55","30.84","0.62","1.31","-0.69","34.43","16.03","21.31","45.84","44.88","38.96","-89.73","34.33","1.80","2.01","-86.06","","0.00","11.73","3.65","","2022-09-21"
"AMBIKCO","1783.15","21602.00","18549.02","-1.09","-2.76","5.47","24.08","11.19","1791.64","1792.48","1802.05","1794.51","1803.18","1788.15","1773.92","1772.46","1748.60","1767.25","1712.78","1799.44","1998.76","1833.27","1839.62","1766.74","1803.18","14.06","19.86","-5.79","17.95","23.17","15.88","50.65","16.73","16.59","-75.49","1768.10","57.80","52.15","-87.38","","7.63","16.89","92.50","","2022-09-21"
"AMBUJACEM","541.35","48990918.00","14220743.90","-5.75","3.19","32.68","51.49","28.95","547.21","542.20","495.60","504.71","464.35","481.51","434.54","452.43","414.21","432.70","392.38","407.45","370.67","382.01","580.74","347.96","464.35","41.78","31.81","9.97","59.87","37.77","13.75","70.04","53.82","76.41","90.65","514.00","43.00","24.14","-24.62","","0.00","32.86","133.35","","2022-09-21"
"AMBUJACEM-1M","541.90","51082200.00","20521548.00","-5.63","3.01","32.67","51.12","28.63","548.29","542.99","497.01","505.96","466.01","482.88","436.17","453.83","415.61","434.04","393.51","408.53","371.00","382.71","581.51","350.51","466.01","41.59","31.81","9.78","61.31","37.06","13.58","69.93","53.82","76.63","90.03","515.35","43.90","24.27","-24.47","","0.00","32.35","133.45","","2022-09-21"
"AMDIND","78.05","67874.00","308452.30","-5.68","-13.33","-20.19","79.63","183.30","84.74","83.94","92.07","87.95","91.56","87.16","83.80","82.12","71.98","76.40","60.00","67.22","52.59","54.85","104.19","78.93","91.56","2.61","5.94","-3.33","37.98","21.15","24.35","41.62","2.77","10.21","-162.23","100.41","4.85","6.10","-99.44","","0.00","0.00","-19.75","","2022-09-21"
"AMJLAND","29.95","33868.00","106975.22","-0.99","-1.96","-10.33","16.31","-14.67","29.69","29.94","30.83","30.44","31.42","30.39","29.75","29.82","28.55","29.25","27.58","28.78","29.73","29.11","33.85","28.99","31.42","0.25","0.70","-0.45","34.71","21.07","14.79","49.01","53.97","34.15","-60.22","33.37","1.70","1.71","-68.27","","83.26","58.44","-3.45","","2022-09-21"
"AMRUTANJAN","724.20","36155.00","33386.62","-1.39","-3.41","-3.25","-8.33","-3.05","736.79","734.37","739.03","740.76","743.03","746.18","763.16","756.02","769.28","765.33","784.46","782.91","830.92","794.33","764.98","721.07","743.03","-10.63","-10.83","0.20","15.88","14.50","23.54","38.47","16.51","30.28","-135.81","758.80","19.65","18.59","-88.26","","0.00","40.81","-24.35","","2022-09-21"
"ANANTRAJ","84.65","751276.00","2391571.52","-3.37","-8.14","31.55","74.90","29.24","86.89","86.99","90.93","87.77","88.27","86.12","80.76","82.02","76.75","78.07","66.30","72.60","68.19","67.53","99.87","76.67","88.27","3.56","5.03","-1.47","43.06","18.21","14.48","50.97","16.29","21.83","-139.27","95.60","5.25","5.41","-92.58","","0.00","8.12","20.30","","2022-09-21"
"ANDHRAPAP","436.35","53093.00","153976.74","-2.68","-8.94","-6.94","46.85","91.17","449.17","449.10","467.60","460.30","473.05","458.30","452.27","443.56","415.64","425.39","374.63","391.08","310.29","335.72","507.35","438.75","473.05","7.14","16.59","-9.45","36.97","17.64","22.89","43.75","10.33","12.60","-148.19","502.87","20.45","20.20","-93.55","","0.00","5.76","-32.55","","2022-09-21"
"ANDHRSUGAR","148.00","801784.00","267227.50","2.03","-1.53","10.90","26.44","30.36","145.85","146.53","148.53","146.77","146.88","145.72","142.74","143.22","139.12","141.29","135.05","139.63","140.42","134.81","154.65","139.10","146.88","2.26","3.13","-0.87","19.18","21.19","19.48","56.52","54.26","29.15","-27.36","153.44","7.90","5.39","-41.49","","75.75","36.31","14.55","","2022-09-21"
"ANGELONE","1530.10","266969.00","583985.76","-2.34","-2.11","18.33","27.97","17.85","1564.00","1553.82","1532.24","1518.16","1453.88","1481.36","1388.69","1434.30","1374.07","1409.35","1354.76","1392.05","1380.26","1328.74","1702.73","1205.03","1453.88","66.73","61.07","5.65","26.30","26.21","18.69","60.93","20.36","39.38","21.82","1631.00","63.45","61.31","-32.55","","0.00","4.55","237.05","","2022-09-21"
"ANIKINDS","38.45","48157.00","195958.50","-1.41","-11.30","8.77","36.83","107.84","39.78","39.74","42.25","41.12","43.13","40.84","39.27","39.22","35.94","37.49","32.61","34.84","31.32","30.92","48.20","38.06","43.13","0.89","2.03","-1.14","34.62","17.84","20.45","45.34","8.44","10.86","-148.94","45.09","1.75","3.13","-94.68","","0.00","0.00","3.10","","2022-09-21"
"ANKITMETAL","6.40","569718.00","141628.42","1.59","2.40","3.23","-5.19","228.21","6.20","6.27","6.27","6.26","6.22","6.28","6.31","6.35","6.42","6.47","6.70","6.82","8.78","6.98","6.61","5.83","6.22","-0.04","-0.06","0.02","16.12","22.75","17.25","52.92","67.12","40.86","74.79","6.72","0.30","0.30","-40.00","","100.00","66.67","0.20","","2022-09-21"
"ANMOL","176.90","4234.00","20356.86","-1.78","-4.35","-3.57","8.86","-1.78","179.50","179.43","180.48","180.27","180.53","179.88","180.72","178.37","174.39","177.42","172.52","178.30","187.10","178.78","189.10","171.97","180.53","1.04","1.81","-0.77","35.78","24.44","15.09","47.32","17.30","20.58","-43.64","207.10","10.00","8.80","-86.04","","0.00","5.72","-6.55","","2022-09-21"
"ANSALAPI","21.50","164970.00","299791.14","-4.87","-0.46","39.16","64.12","138.89","22.69","22.08","20.58","20.89","19.57","20.00","17.99","18.82","17.67","17.99","15.86","16.91","15.37","15.18","24.07","15.07","19.57","1.62","1.35","0.27","41.68","31.75","12.69","62.75","28.43","53.17","56.82","19.53","1.40","1.26","-44.44","","0.00","7.05","6.05","","2022-09-21"
"ANSALHSG","6.25","162177.00","580608.50","-0.79","-6.02","-1.57","-14.97","-3.85","6.54","6.44","6.60","6.55","6.62","6.58","6.54","6.62","6.69","6.69","6.83","6.88","7.85","7.16","6.96","6.27","6.62","-0.05","-0.02","-0.03","35.80","29.56","14.66","40.33","3.22","6.59","-183.33","7.52","0.25","0.38","-96.43","","0.00","0.00","-0.10","","2022-09-21"
"ANUP","917.75","11486.00","19062.06","-0.87","-5.92","6.29","37.97","-12.71","941.88","935.09","935.32","932.95","923.76","920.90","888.82","896.85","869.32","875.81","806.25","853.02","865.83","850.50","1000.85","846.67","923.76","24.24","28.61","-4.36","18.14","20.88","18.80","52.01","6.42","9.92","-26.01","899.76","27.85","39.94","-66.19","","0.00","0.00","54.30","","2022-09-21"
"ANURAS","753.40","175219.00","103233.78","0.02","-2.21","-0.41","34.40","-1.00","755.45","756.00","767.59","762.46","766.32","762.85","764.98","757.70","758.77","751.74","713.37","752.28","814.33","765.45","788.79","743.85","766.32","0.94","5.08","-4.14","24.83","20.79","22.13","46.72","23.54","14.59","-119.62","797.54","26.20","23.12","-71.78","","41.80","27.71","-3.10","","2022-09-21"
"APARINDS","1306.30","64427.00","257314.94","-3.01","9.19","7.91","42.72","93.77","1291.14","1290.77","1241.16","1265.59","1273.20","1254.37","1252.46","1220.31","1180.49","1171.87","1019.79","1066.30","836.56","895.66","1393.55","1152.85","1273.20","25.60","24.12","1.48","24.40","26.07","13.67","58.89","68.12","79.19","131.79","1178.60","58.50","65.16","-34.92","","33.56","77.85","95.70","","2022-09-21"
"APCL","267.35","72111.00","56741.16","1.23","-0.26","19.86","27.61","-33.91","259.70","261.51","256.09","255.01","246.71","249.52","237.52","241.70","229.22","237.19","224.34","237.67","259.19","256.63","278.64","214.79","246.71","10.21","9.36","0.85","23.81","28.16","16.41","62.71","70.85","40.09","73.20","248.10","6.90","13.44","-39.27","","74.19","42.11","44.30","","2022-09-21"
"APCOTEXIND","603.95","88416.00","158752.88","0.62","1.58","5.92","3.06","49.77","598.03","601.10","596.76","597.05","599.47","593.08","579.64","586.46","570.62","580.40","583.97","561.45","480.04","499.26","624.44","574.50","599.47","7.64","8.04","-0.40","18.92","24.06","14.39","55.24","52.57","60.52","60.67","574.62","20.00","23.87","-49.36","","66.02","74.12","33.75","","2022-09-21"
"APEX","314.75","97967.00","129612.80","-1.96","-6.95","0.99","26.99","3.03","325.80","323.56","331.58","328.86","331.34","329.01","330.80","325.36","323.69","319.62","296.16","309.47","296.49","299.06","347.73","314.95","331.34","0.78","3.75","-2.97","21.24","22.50","25.13","42.40","5.02","3.73","-160.55","360.02","11.85","13.20","-93.27","","0.00","1.05","3.10","","2022-09-21"
"APLAPOLLO","1062.70","261958.00","485442.16","-1.08","0.61","0.30","23.99","12.34","1070.81","1065.86","1051.28","1052.54","1034.16","1043.84","1041.94","1025.95","998.48","1008.13","954.11","980.47","944.49","928.18","1106.93","961.40","1034.16","17.69","16.04","1.65","18.07","25.18","17.82","56.21","35.78","58.71","55.84","1004.66","33.05","41.08","-43.63","","0.00","45.11","3.20","","2022-09-21"
"APLLTD","606.55","142324.00","99669.38","-0.17","-3.24","-6.64","-15.83","-22.06","610.44","611.34","625.02","623.08","633.62","631.47","646.50","646.31","666.89","660.23","696.07","684.24","732.36","728.96","665.15","602.08","633.62","-16.33","-15.00","-1.33","51.68","6.07","29.59","19.85","25.92","23.33","-116.69","624.14","8.55","11.68","-83.24","","49.03","30.63","-43.15","","2022-09-21"
"APOLLO","169.30","319013.00","232335.96","-3.64","6.24","29.43","44.58","45.14","166.07","167.35","161.65","161.23","155.70","157.12","148.13","151.13","143.89","146.53","134.65","140.38","134.21","133.46","175.92","135.49","155.70","7.64","6.53","1.11","38.89","30.12","11.89","64.62","70.12","65.56","135.86","156.49","7.85","8.26","-30.00","","45.87","81.96","38.50","","2022-09-21"
"APOLLOHOSP","4604.80","1177984.00","566319.90","1.00","4.00","14.41","24.41","-6.18","4418.79","4479.70","4418.69","4414.60","4360.08","4378.57","4336.69","4315.28","4249.56","4260.35","4028.61","4217.23","4385.65","4211.09","4592.42","4127.75","4360.08","70.04","59.52","10.51","18.96","36.67","20.58","64.97","85.03","57.85","182.41","4226.70","112.50","115.41","-14.42","","100.00","70.74","579.90","","2022-09-21"
"APOLLOHOSP-1M","4608.80","948750.00","622480.00","0.79","3.55","14.28","24.43","-6.16","4432.37","4491.76","4435.82","4429.26","4375.11","4392.82","4348.17","4328.02","4259.76","4271.72","4035.84","4226.89","4394.31","4219.79","4610.10","4140.12","4375.11","71.06","61.97","9.09","18.53","36.33","20.69","64.89","82.89","56.98","176.02","4242.30","114.95","113.93","-16.85","","100.00","70.02","576.00","","2022-09-21"
"APOLLOPIPE","535.65","31339.00","80465.68","-0.45","-1.44","5.24","23.48","4.52","533.47","534.49","534.40","532.41","534.96","528.54","518.63","519.02","504.48","511.06","487.25","504.02","511.33","494.48","552.00","517.92","534.96","8.39","10.53","-2.14","34.57","25.94","14.25","55.94","50.67","54.42","-18.31","558.01","17.25","20.09","-52.65","","62.89","56.09","26.65","","2022-09-21"
"APOLLOTYRE","287.35","4099662.00","3793416.88","-0.29","2.19","15.01","63.69","28.51","289.36","286.88","280.36","279.34","269.28","272.23","257.93","260.03","243.30","249.60","224.39","234.77","214.19","221.08","304.03","234.52","269.28","13.74","13.42","0.32","46.67","34.43","9.14","64.80","32.82","41.49","82.56","279.47","9.30","9.75","-30.12","","8.65","12.88","37.50","","2022-09-21"
"APOLLOTYRE-1M","287.80","8900500.00","8571430.00","-0.28","2.09","14.98","65.12","28.63","290.20","287.58","281.32","280.19","270.20","273.07","258.81","260.72","243.81","250.08","224.01","234.95","214.22","221.14","305.00","235.40","270.20","13.81","13.58","0.23","46.91","33.64","8.72","64.53","33.08","41.69","80.29","280.14","9.35","9.73","-29.79","","5.29","10.09","37.50","","2022-09-21"
